number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
386,Deoxys,https://static.wikia.nocookie.net/pokemongo/images/d/d5/Deoxys.png,Psychic,,Hoenn,DNA,1.7,60.8,Deoxys family,345,115,137,"38-3,160",12-120,6%,1%,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,Formerly  (5th tier level),No,Yes,No,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon's chest appears to be its brain.,"['Charge Beam', 'Zen Headbutt', 'Hyper Beam', 'Psycho Boost', 'Thunderbolt', 'Poison Jab', 'Zen Headbutt', 'Dark Pulse', 'Psycho Boost', 'Zap Cannon', 'Counter', 'Zen Headbutt', 'Psycho Boost', 'Rock Slide', 'Thunderbolt', 'Charge Beam', 'Zen Headbutt', 'Psycho Boost', 'Swift', 'Thunderbolt']"
387,Turtwig,https://static.wikia.nocookie.net/pokemongo/images/c/c8/Turtwig.png,Grass,,Sinnoh,Tiny,0.4,10.2,Turtwig family,119,110,146,"13-1,187",13-127,20%,10%,87.50%,12.50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.","['Razor Leaf', 'Tackle', 'Body Slam', 'Energy Ball', 'Seed Bomb']"
388,Grotle,https://static.wikia.nocookie.net/pokemongo/images/7/75/Grotle.png,Grass,,Sinnoh,Grove,1.1,97,Turtwig family,157,143,181,"22-1,890",17-154,10%,7%,87.50%,12.50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,It knows where pure water wells up. It carries fellow Pokémon there on its back.,"['Bite', 'Razor Leaf', 'Body Slam', 'Energy Ball', 'Solar Beam']"
389,Torterra,https://static.wikia.nocookie.net/pokemongo/images/0/05/Torterra.png,Grass,Ground,Sinnoh,Continent,2.2,310,Turtwig family,202,188,216,"35-2,934",20-182,5%,5%,87.50%,12.50%,"{'62.5%': ['Ground', 'Rock'], '24%': ['Electric']}","{'160%': ['Bug', 'Fire', 'Flying'], '256%': ['Ice']}",No ,No,Formerly  (3rd tier level),No,Yes,Yes,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"['Bite', 'Razor Leaf', 'Earthquake', 'Sand Tomb', 'Solar Beam', 'Stone Edge', 'Frenzy Plant']"
390,Chimchar,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Chimchar.png,Fire,,Sinnoh,Chimp,0.5,6.2,Chimchar family,113,86,127,10-957,11-112,20%,10%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,"['Ember', 'Scratch', 'Flame Charge', 'Flame Wheel', 'Flamethrower']"
391,Monferno,https://static.wikia.nocookie.net/pokemongo/images/6/64/Monferno.png,Fire,Fighting,Sinnoh,Playful,0.9,22,Chimchar family,158,105,162,"18-1,574",15-139,10%,7%,87.50%,12.50%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,"['Ember', 'Rock Smash', 'Flame Wheel', 'Flamethrower', 'Low Sweep']"
392,Infernape,https://static.wikia.nocookie.net/pokemongo/images/1/17/Infernape.png,Fire,Fighting,Sinnoh,Flame,1.2,55,Chimchar family,222,151,183,"32-2,683",17-156,5%,5%,87.50%,12.50%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}",No ,No,Formerly  (4th tier level),No,Yes,No,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,"['Fire Spin', 'Rock Smash', 'Close Combat', 'Flamethrower', 'Solar Beam', 'Blast Burn']"
393,Piplup,https://static.wikia.nocookie.net/pokemongo/images/1/11/Piplup.png,Water,,Sinnoh,Penguin,0.4,5.2,Piplup family,112,102,142,"11-1,075",13-124,20%,10%,87.50%,12.50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.","['Bubble', 'Pound', 'Bubble Beam', 'Drill Peck', 'Icy Wind']"
394,Prinplup,https://static.wikia.nocookie.net/pokemongo/images/1/1b/Prinplup.png,Water,,Sinnoh,Penguin,0.8,23,Piplup family,150,139,162,"19-1,701",15-139,10%,7%,87.50%,12.50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),No,Yes,No,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,"['Bubble', 'Metal Claw', 'Bubble Beam', 'Hydro Pump', 'Icy Wind']"
395,Empoleon,https://static.wikia.nocookie.net/pokemongo/images/b/bb/Empoleon.png,Water,Steel,Sinnoh,Emperor,1.7,84.5,Piplup family,210,186,197,"35-2,900",18-167,5%,5%,87.50%,12.50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Rock', 'Water'], '39%': ['Ice', 'Poison', 'Steel']}","{'160%': ['Electric', 'Fighting', 'Ground']}",No ,No,No  ,No,Yes,No,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"['Metal Claw', 'Waterfall', 'Blizzard', 'Drill Peck', 'Flash Cannon', 'Hydro Pump', 'Hydro Cannon']"
396,Starly,https://static.wikia.nocookie.net/pokemongo/images/0/08/Starly.png,Normal,Flying,Sinnoh,Starling,0.3,2,Starly family,101,58,120,10-719,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,Yes,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Brave Bird']"
397,Staravia,https://static.wikia.nocookie.net/pokemongo/images/d/df/Staravia.png,Normal,Flying,Sinnoh,Starling,0.6,15.5,Starly family,142,94,146,"14-1,299",13-127,25%,9%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,No,No,Yes,It lives in forests and fields. Squabbles over territory occur when flocks collide.,"['Quick Attack', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Heat Wave']"
398,Staraptor,https://static.wikia.nocookie.net/pokemongo/images/1/1f/Staraptor.png,Normal,Flying,Sinnoh,Predator,1.2,24.9,Starly family,234,140,198,"34-2,825",18-168,12.50%,6%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",No ,No,Formerly  (3rd tier level),No,No,Yes,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","['Quick Attack', 'Wing Attack', 'Brave Bird', 'Close Combat', 'Heat Wave']"
399,Bidoof,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Bidoof.png,Normal,,Sinnoh,Plump,0.5,20,Bidoof family,80,73,153,10-721,14-132,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"['Tackle', 'Take Down', 'Crunch', 'Grass Knot', 'Hyper Fang', 'Ice Beam', 'Shadow Ball', 'Superpower', 'Thunderbolt']"
400,Bibarel,https://static.wikia.nocookie.net/pokemongo/images/1/1a/Bibarel.png,Normal,Water,Sinnoh,Beaver,1,31.5,Bidoof family,162,119,188,"21-1,823",17-160,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water'], '39%': ['Ghost']}","{'160%': ['Electric', 'Fighting', 'Grass']}",No ,No,Formerly  (2nd tier level),No,Yes,Yes,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"['Take Down', 'Water Gun', 'Hyper Beam', 'Hyper Fang', 'Surf']"
401,Kricketot,https://static.wikia.nocookie.net/pokemongo/images/d/df/Kricketot.png,Bug,,Sinnoh,Cricket,0.3,2.2,Kricketot family,45,74,114,10-401,10-101,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When its antennae hit each other, it sounds like the music of a xylophone.","['Bug Bite', 'Struggle Bug', 'Struggle']"
402,Kricketune,https://static.wikia.nocookie.net/pokemongo/images/c/cf/Kricketune.png,Bug,,Sinnoh,Cricket,1,25.5,Kricketot family,160,100,184,"19-1,653",17-157,20%,7%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",No ,No,Formerly  (2nd tier level),No,Yes,No,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,"['Fury Cutter', 'Struggle Bug', 'Aerial Ace', 'Bug Buzz', 'X-Scissor']"
403,Shinx,https://static.wikia.nocookie.net/pokemongo/images/a/a5/Shinx.png,Electric,,Sinnoh,Flash,0.5,9.5,Shinx family,117,64,128,10-876,12-113,50%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,Formerly  (1st tier level),Formerly ,Yes,No,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"['Spark', 'Tackle', 'Discharge', 'Swift', 'Thunderbolt']"
404,Luxio,https://static.wikia.nocookie.net/pokemongo/images/5/51/Luxio.png,Electric,,Sinnoh,Spark,0.9,30.5,Shinx family,159,95,155,"17-1,486",14-134,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,No  ,No,Yes,No,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"['Bite', 'Spark', 'Crunch', 'Thunderbolt', 'Wild Charge']"
405,Luxray,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Luxray.png,Electric,,Sinnoh,Gleam,1.4,42,Shinx family,232,156,190,"35-2,888",17-162,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,No  ,No,Yes,No,Luxray's ability to see through objects comes in handy when it's scouting for danger.,"['Hidden Power', 'Snarl', 'Spark', 'Crunch', 'Hyper Beam', 'Wild Charge', 'Psychic Fangs']"
406,Budew,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Budew.png,Grass,Poison,Sinnoh,Bud,0.2,1.2,Roselia family,91,109,120,10-856,11-106,N/A,N/A,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",No ,No,No  ,No,Yes,No,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","['Hidden Power', 'Razor Leaf', 'Energy Ball', 'Grass Knot']"
407,Roserade,https://static.wikia.nocookie.net/pokemongo/images/8/82/Roserade.png,Grass,Poison,Sinnoh,Bouquet,0.9,14.5,Roselia family,243,185,155,"36-2,971",14-134,15%,7%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",No ,No,Formerly  (3rd tier level),No,Yes,No,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","['Poison Jab', 'Razor Leaf', 'Bullet Seed', 'Dazzling Gleam', 'Grass Knot', 'Leaf Storm', 'Sludge Bomb', 'Solar Beam', 'Weather Ball']"
408,Cranidos,https://static.wikia.nocookie.net/pokemongo/images/a/ac/Cranidos.png,Rock,,Sinnoh,Head,0.9,31.5,Cranidos family,218,71,167,"20-1,820",15-143,50%,10%,87.50%,12.50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Its hard skull is its distinguishing feature. It snapped trees by headbutting them, and then it fed on their ripe berries.","['Take Down', 'Zen Headbutt', 'Ancient Power', 'Bulldoze', 'Rock Tomb']"
409,Rampardos,https://static.wikia.nocookie.net/pokemongo/images/9/97/Rampardos.png,Rock,,Sinnoh,Head,1.6,102.5,Cranidos family,295,109,219,"40-3,298",20-184,20%,6%,87.50%,12.50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No ,No,No  ,No,Yes,No,"This ancient Pokémon used headbutts skillfully. Its brain was really small, so some theories suggest that its stupidity led to its extinction.","['Smack Down', 'Zen Headbutt', 'Flamethrower', 'Outrage', 'Rock Slide']"
410,Shieldon,https://static.wikia.nocookie.net/pokemongo/images/5/57/Shieldon.png,Rock,Steel,Sinnoh,Shield,0.5,57,Shieldon family,76,195,102,10-890,Oct-92,50%,10%,87.50%,12.50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Although its fossils can be found in layers of primeval rock, nothing but its face has ever been discovered.","['Iron Tail', 'Tackle', 'Ancient Power', 'Heavy Slam', 'Rock Tomb']"
411,Bastiodon,https://static.wikia.nocookie.net/pokemongo/images/f/f4/Bastiodon.png,Rock,Steel,Sinnoh,Shield,1.3,149.5,Shieldon family,94,286,155,"17-1,539",14-134,20%,6%,87.50%,12.50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",No ,No,Formerly  (3rd tier level),No,Yes,No,This Pokémon is from roughly 100 million years ago. Its terrifyingly tough face is harder than steel.,"['Iron Tail', 'Smack Down', 'Flamethrower', 'Flash Cannon', 'Stone Edge']"
412,Burmy,https://static.wikia.nocookie.net/pokemongo/images/9/9e/Burmy.png,Bug,,Sinnoh,Bagworm,0.2,3.4,Burmy family,53,83,120,10-488,11-106,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","['Bug Bite', 'Tackle', 'Struggle']"
413,Wormadam,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Wormadam.png,Bug,Grass,Sinnoh,Bagworm,0.5,6.5,Burmy family,141,180,155,"20-1,773",14-134,15%,7%,N/A,N/A,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",No ,No,No  ,No,Yes,No,"When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed.","['Bug Bite', 'Confusion', 'Bug Buzz', 'Psybeam', 'Energy Ball', 'Bulldoze', 'Iron Head']"
414,Mothim,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Mothim.png,Bug,Flying,Sinnoh,Moth,0.9,23.3,Burmy family,185,98,172,"21-1,815",16-147,15%,7%,N/A,N/A,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No ,No,No  ,No,Yes,No,It flutters around at night and steals honey from the Combee hive.,"['Air Slash', 'Bug Bite', 'Aerial Ace', 'Bug Buzz', 'Psybeam']"
415,Combee,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Combee.png,Bug,Flying,Sinnoh,Tiny,0.3,5.5,Combee family,59,83,102,10-494,Oct-92,15%,7%,87.50%,12.50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes ,No,Formerly  (2nd tier level),Formerly ,No,No,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","['Bug Bite', 'Bug Buzz']"
416,Vespiquen,https://static.wikia.nocookie.net/pokemongo/images/5/52/Vespiquen.png,Bug,Flying,Sinnoh,Beehive,1.2,38.5,Combee family,149,190,172,"23-2,005",16-147,15%,7%,N/A,N/A,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No ,No,No  ,No,No,No,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,"['Air Slash', 'Bug Bite', 'Fury Cutter', 'Poison Sting', 'Bug Buzz', 'Fell Stinger', 'Power Gem', 'Signal Beam', 'X-Scissor']"
417,Pachirisu,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Pachirisu.png,Electric,,Sinnoh,EleSquirrel,0.4,3.9,Pachirisu family,94,172,155,"13-1,213",14-134,30%,9%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes ,No,No  ,No,No,No,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,"['Spark', 'Volt Switch', 'Thunder', 'Thunder Punch', 'Thunderbolt']"
418,Buizel,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Buizel.png,Water,,Sinnoh,Sea,0.7,29.5,Buizel family,132,67,146,"11-1,054",13-127,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,"['Quick Attack', 'Water Gun', 'Aqua Jet', 'Swift', 'Water Pulse']"
419,Floatzel,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Floatzel.png,Water,,Sinnoh,Sea,1.1,33.5,Buizel family,221,114,198,"29-2,443",18-168,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,"['Water Gun', 'Waterfall', 'Aqua Jet', 'Hydro Pump', 'Swift']"
420,Cherubi,https://static.wikia.nocookie.net/pokemongo/images/7/74/Cherubi.png,Grass,,Sinnoh,Cherry,0.4,3.3,Cherubi family,108,92,128,10-950,12-113,50%,9%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes (Mossy Lure only),No,No  ,Formerly ,Yes,No,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,"['Bullet Seed', 'Tackle', 'Dazzling Gleam', 'Petal Blizzard', 'Seed Bomb']"
421,Cherrim,https://static.wikia.nocookie.net/pokemongo/images/b/ba/Cherrim.png,Grass,,Sinnoh,Blossom,0.5,9.3,Cherubi family,170,153,172,"24-2,048",16-147,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,No  ,Formerly ,Yes,No,"If it senses strong sunlight, it opens its folded petals to absorb the sun's rays with its whole body.","['Bullet Seed', 'Razor Leaf', 'Dazzling Gleam', 'Hyper Beam', 'Solar Beam', 'Weather Ball']"
422,Shellos,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Shellos.png,Water,,Sinnoh,Sea,0.3,6.3,Shellos family,103,105,183,"12-1,136",17-156,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat.","['Hidden Power', 'Mud-Slap', 'Body Slam', 'Mud Bomb', 'Water Pulse']"
423,Gastrodon,https://static.wikia.nocookie.net/pokemongo/images/3/3f/Gastrodon.png,Water,Ground,Sinnoh,Sea,0.9,29.9,Shellos family,169,143,244,"27-2,324",22-204,20%,6%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},No ,No,No  ,No,No,No,"Their shape and color change, depending on their environment and diet. There are many of them at beaches where the waves are calm.","['Hidden Power', 'Mud-Slap', 'Body Slam', 'Earth Power', 'Water Pulse', 'Earthquake']"
424,Ambipom,https://static.wikia.nocookie.net/pokemongo/images/5/56/Ambipom.png,Normal,,Sinnoh,Long,1.2,20.3,Aipom family,205,143,181,"29-2,418",17-154,20%,6%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No ,No,No  ,No,Yes,Yes,"It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that's proof it really likes you.","['Astonish', 'Scratch', 'Aerial Ace', 'Hyper Beam', 'Low Sweep']"
425,Drifloon,https://static.wikia.nocookie.net/pokemongo/images/2/29/Drifloon.png,Ghost,Flying,Sinnoh,Balloon,0.4,1.2,Drifloon family,117,80,207,"13-1,197",19-175,40%,10%,50%,50%,"{'62.5%': ['Grass', 'Poison'], '39%': ['Bug', 'Ground', 'Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Wandering souls gathered together to form this Pokémon. When trying to make friends with children, Drifloon grabs them by the hand.","['Astonish', 'Hex', 'Icy Wind', 'Ominous Wind', 'Shadow Ball']"
